Carbon,Area,Percentage,Class,Percentage_unit
23.099999999999994,1078.2507417599998,2.499141350968649,> 6,0.030654074163916967
22.89999999999999,1091.4763955199996,2.529795425132566,> 6,0.03041202885747385
22.69999999999999,1104.5976191999998,2.56020745399004,> 6,0.03083828563607849
22.5,1117.9027507199999,2.5910457396261184,> 6,0.0631288431108219
22.299999999999997,1145.1395942399997,2.6541745827369403,> 6,0.03200138830332788
22.099999999999994,1158.9465446399997,2.686175971040268,> 6,0.032967427535242066
21.89999999999999,1173.1702911999996,2.7191433985755102,> 6,0.032748944161284044
21.69999999999999,1187.2997734399996,2.7518923427367943,> 6,0.033170916952164564
21.5,1201.6113151999996,2.785063259688959,> 6,0.033991300601440066
21.299999999999997,1216.2768102399998,2.819054560290399,> 6,0.0691714077964769
21.099999999999994,1246.1207091199997,2.888225968086876,> 6,0.03486095010954893
20.89999999999999,1261.1614131199997,2.9230869181964247,> 6,0.035471418360314644
20.69999999999999,1276.4655027199994,2.9585583365567394,> 6,0.03593408903458073
20.5,1291.9692108799995,2.99449242559132,> 6,0.036823016487450566
20.299999999999997,1307.8564454399996,3.0313154420787707,> 6,0.0742008093852462
20.099999999999994,1339.8702719999994,3.105516251464017,> 6,0.03749988654795011
19.89999999999999,1356.0495411199997,3.143016138011967,> 6,0.038875046607569796
19.69999999999999,1372.8221209599997,3.181891184619537,> 6,0.0392541795212038
19.5,1389.7582771199995,3.2211453641407406,> 6,0.03946195292585131
19.299999999999997,1406.7840767999996,3.260607317066592,> 6,0.040061711207304285
19.099999999999994,1424.0686412799994,3.300669028273896,> 6,0.08241321385345035
18.89999999999999,1459.6256972799995,3.3830822421273465,> 6,0.04195094979388836
18.69999999999999,1477.7253708799997,3.425033191921235,> 6,0.04278204341247349
18.5,1496.1836185599996,3.4678152353337084,> 6,0.043426783565038374
18.299999999999997,1514.9200383999996,3.5112420188987468,> 6,0.04345891347297348
18.099999999999994,1533.6703206399995,3.5547009323717202,> 6,0.044020115864905396
17.89999999999999,1552.6627327999995,3.5987210482366256,> 6,0.0912982043944277
17.69999999999999,1592.0532044799995,3.6900192526310533,> 6,0.04631847527919408
17.5,1612.0372403199995,3.7363377279102474,> 6,0.047625091535220765
17.299999999999997,1632.5850137599996,3.783962819445468,> 6,0.04827197368164615
17.099999999999994,1653.4118835199995,3.8322347931271143,> 6,0.04905380144140015
16.89999999999999,1674.5760716799996,3.8812885945685145,> 6,0.04942436637958458
16.69999999999999,1695.9001395199996,3.930712960948099,> 6,0.10179825830760736
16.5,1739.8208435199995,4.032511219255706,> 6,0.05212970462771693
16.299999999999997,1762.3121254399996,4.084640923883423,> 6,0.052922242356782334
16.099999999999994,1785.1453465599996,4.137563166240206,> 6,0.05391184352118206
15.899999999999991,1808.4055295999995,4.191475009761388,> 6,0.05562329661719012
15.699999999999989,1832.4041164799996,4.247098306378578,> 6,0.11334360522560871
15.5,1881.3060428799995,4.360441911604187,> 6,0.05856211219631735
15.299999999999997,1906.5725772799995,4.419004023800504,> 6,0.05912117259438787
15.099999999999994,1932.0803174399994,4.478125196394892,> 6,0.06001438403498227
14.899999999999991,1957.9734323199993,4.538139580429874,> 6,0.061190338665406685
14.699999999999989,1984.3739110399995,4.599329919095281,> 6,0.06337303041112907
14.5,2011.7161087999996,4.66270294950641,> 6,0.12951351689239665
14.299999999999997,2067.5945190399993,4.7922164663988065,> 6,0.06675738071362236
14.099999999999994,2096.396889599999,4.858973847112429,> 6,0.06807042295123544
13.899999999999991,2125.7657702399993,4.927044270063664,> 6,0.06908144405425976
13.699999999999989,2155.5708543999995,4.996125714117924,> 6,0.06998964945189101
13.5,2185.7677823999998,5.066115363569815,> 6,0.07212521733264055
13.299999999999997,2216.8860979199994,5.138240580902456,> 6,0.14832664898531078
13.099999999999994,2280.8814054399995,5.286567229887766,> 6,0.0765570026338187
12.899999999999991,2313.9118079999994,5.363124232521585,> 6,0.07802212643565731
12.699999999999989,2347.5743359999997,5.441146358957242,> 6,0.07931160674078441
12.5,2381.7932083199994,5.520457965698027,> 6,0.0820126610011922
12.299999999999997,2417.177446399999,5.602470626699219,> 6,0.08361273041635986
12.099999999999994,2453.2520319999994,5.686083357115579,> 6,0.17330658140789534
11.899999999999991,2528.0248934399992,5.859389938523474,> 6,0.09043498086790525
11.699999999999989,2567.0429286399994,5.9498249193913795,> 6,0.09283615598758566
11.5,2607.0969471999992,6.042661075378965,> 6,0.09325812877846662
11.299999999999997,2647.333025279999,6.135919204157432,> 6,0.09531230089244858
11.099999999999994,2688.455372799999,6.23123150504988,> 6,0.1997045137673492
10.899999999999991,2774.6175820799995,6.4309360188172295,> 6,0.10307274465569805
10.699999999999989,2819.0881612799994,6.534008763472928,> 6,0.10709540912916804
10.5,2865.294312959999,6.641104172602096,> 6,0.10968936369646087
10.299999999999997,2912.619622399999,6.7507935362985565,> 6,0.11395835746410121
10.099999999999994,2961.7867827199993,6.864751893762658,> 6,0.11580904016115934
9.899999999999991,3011.7524172799995,6.980560933923817,> 6,0.2434804423319461
9.699999999999989,3116.801684479999,7.224041376255763,> 6,0.1259149672036708
9.5,3171.1275059199993,7.349956343459434,> 6,0.12916222989897364
9.299999999999997,3226.854353919999,7.479118573358408,> 6,0.1326900937902442
9.099999999999994,3284.103293439999,7.611808667148652,> 6,0.1362350936324157
8.899999999999991,3342.8817177599994,7.7480437607810675,> 6,0.1391267853465692
8.699999999999989,3402.907758079999,7.887170546127637,> 6,0.2918787936514722
8.5,3528.838420479999,8.179049339779109,> 6,0.15413573633997224
8.299999999999997,3595.3400499199993,8.333185076119081,> 6,0.16150633722027408
8.099999999999994,3665.021713919999,8.494691413339355,> 6,0.16791089886866573
7.8999999999999915,3737.4666163199986,8.662602312208021,> 6,0.17496662665120866
7.699999999999989,3812.9557017599986,8.83756893885923,> 6,0.18222798584453237
7.5,3891.577689599999,9.019796924703762,> 6,0.396153196863942
7.299999999999997,4062.497384959999,9.415950121567704,> 6,0.22058038594969354
7.099999999999994,4157.666457599999,9.636530507517397,> 6,0.23833537307460873
6.8999999999999915,4260.4958924799985,9.874865880592006,> 6,0.2626341514489745
6.699999999999989,4373.808998399999,10.13750003204098,> 6,0.28930625902280127
6.5,4498.6297446399985,10.426806291063782,> 6,0.6677580186083869
6.299999999999997,4786.732927999999,11.094564309672169,> 6,0.38548820942336093
6.099999999999994,4953.051230719999,11.48005251909553,> 6,0.4288550171602523
5.8999999999999915,5138.080076799998,11.908907536255782,2 - 6,0.4807426764815279
5.699999999999989,5345.495774719999,12.38965021273731,2 - 6,0.5443920241008957
5.5,5580.372887039998,12.934042236838206,2 - 6,0.6262226156237922
5.299999999999997,5850.555683839998,13.560264852461998,2 - 6,1.5831283857091645
5.099999999999994,6533.594022399998,15.143393238171162,2 - 6,1.008178677168159
4.8999999999999915,6968.571182079998,16.15157191533932,2 - 6,1.1962414542936983
4.699999999999989,7484.687741439998,17.34781336963302,2 - 6,1.4094983632280602
4.5,8092.813670399998,18.75731173286108,2 - 6,1.6720382669470872
4.299999999999997,8814.212042239998,20.429349999808167,2 - 6,1.974472806352157
4.099999999999994,9666.095336959997,22.403822806160324,2 - 6,4.991822448448488
3.8999999999999915,11819.809553919997,27.395645254608812,2 - 6,3.088697315656937
3.6999999999999886,13152.423321599996,30.48434257026575,2 - 6,3.539936168678633
3.5,14679.723407359998,34.02427873894438,2 - 6,4.021574198594607
3.299999999999997,16414.825489919996,38.04585293753899,2 - 6,4.546135643517985
3.0999999999999943,18376.248811519996,42.591988581056974,2 - 6,5.119228243380341
2.8999999999999915,20584.932065279994,47.711216824437315,2 - 6,12.391211726262952
2.6999999999999886,25931.101552639993,60.10242855070027,2 - 6,7.348056394903537
2.5,29101.40932863999,67.4504849456038,2 - 6,7.6427776144103206
2.299999999999997,32398.874127359988,75.09326256001413,2 - 6,7.033258266925074
2.0999999999999943,35433.36272895999,82.1265208269392,2 - 6,5.491371831041334
1.8999999999999915,37802.60676863999,87.61789265798053,< 2,5.755578205985259
1.6999999999999886,40285.84224767998,93.37347086396579,< 2,1.227715912106902
1.5,40815.53841407999,94.6011867760727,< 2,0.7553120177314412
1.2999999999999972,41141.41663743999,95.35649879380414,< 2,0.5212242184858411
1.0999999999999943,41366.29803519999,95.87772301228998,< 2,0.3963481183054256
0.8999999999999915,41537.301829119984,96.2740711305954,< 2,0.3253495897443628
0.6999999999999886,41677.67341567999,96.59942072033977,< 2,0.46799781300062193
0.5,41879.59036159999,97.06741853334039,< 2,0.163329173997127
0.29999999999999716,41950.05848575999,97.23074770733751,< 2,0.8129744925055746
0.09999999999999432,42300.81509631999,98.04372219984309,< 2,NA
